price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,HouseAge,Renovated,lat,BathRoom*Lat,BedRoom*Lat,long,sqft_living15,sqft_lot15
245000,3,1.5,1260,7964,1,0,0,4,7,1260,0,59,0,47.4307,71.14605,142.2921,-122.334,1510,8776
370000,2,1,1040,4172,1,0,0,3,7,1040,0,68,0,47.6308,47.6308,95.2616,-122.302,3120,4800
480000,4,2.5,2700,9700,1,0,0,3,8,1670,1030,37,0,47.7752,119.438,191.1008,-122.198,2470,9228
579000,3,1.75,1800,4429,2,0,0,4,7,1800,0,108,0,47.6842,83.44735,143.0526,-122.357,1310,4429
339275,3,1.5,1590,7260,1,0,0,3,7,1080,510,50,0,47.7753,71.66295,143.3259,-122.353,1590,7594
425000,3,2.75,1360,542322,1,0,2,4,7,1140,220,60,0,47.2069,129.818975,141.6207,-122.024,1700,60548
170000,3,1.75,1370,10780,1,0,0,3,7,1370,0,56,0,47.4727,83.077225,142.4181,-122.298,1370,10317
950000,4,2.5,3320,7644,2,0,0,3,10,3320,0,19,0,47.5541,118.88525,190.2164,-122.106,3320,9472
623000,4,2.5,2980,9235,1,0,0,4,8,1690,1290,37,0,47.5513,118.87825,190.2052,-122.162,2690,10046
477000,3,2.5,1350,2053,3,0,0,3,8,1350,0,9,0,47.6758,119.1895,143.0274,-122.386,1350,4150
330000,3,1,1160,9600,1,0,0,4,7,1160,0,47,0,47.7419,47.7419,143.2257,-122.073,1160,9730
600000,3,2.25,1480,5400,2,0,0,4,8,1480,0,100,0,47.6095,107.121375,142.8285,-122.296,1280,3600
570000,3,2,1640,2808,1,0,3,4,7,820,820,90,0,47.5945,95.189,142.7835,-122.291,2270,5328
515000,4,2.5,2680,7178,2,0,0,3,8,2680,0,10,0,47.5325,118.83125,190.13,-121.856,2540,7133
805000,4,2.25,2440,9889,1,0,0,3,7,1540,900,63,0,47.6932,107.3097,190.7728,-122.3,1710,6284
555000,4,2.5,2920,24074,2,0,0,3,9,2920,0,18,0,47.381,118.4525,189.524,-122.056,2760,26023
245000,3,2.25,1780,9598,2,0,0,4,7,1780,0,30,0,47.3718,106.58655,142.1154,-122.182,1820,7533
638150,4,2.5,2170,7275,1,0,0,3,8,1820,350,36,0,47.5672,118.918,190.2688,-122.09,2390,7275
1.65E+06,4,4.5,5550,16065,2,0,0,3,9,3880,1670,12,0,47.5455,213.95475,190.182,-122.214,3470,16488
269950,4,2.5,2060,13500,1,0,0,3,7,1260,800,46,0,47.4229,118.55725,189.6916,-122.153,1610,10714
195000,3,1.5,1050,5525,1,0,0,5,6,1050,0,45,0,47.3608,71.0412,142.0824,-122.083,1100,5200
159100,2,1,790,7095,1,0,0,3,6,790,0,71,0,47.4928,47.4928,94.9856,-122.239,1150,7200
550000,3,1,1010,6120,1,0,0,3,6,1010,0,73,0,47.6648,47.6648,142.9944,-122.204,1260,5977
299000,2,1,1040,4600,1,0,0,4,6,1040,0,64,0,47.5387,47.5387,95.0774,-122.277,1390,5897
1.38E+06,4,3.5,3130,4500,2,0,0,3,9,2060,1070,1,0,47.677,166.8695,190.708,-122.33,1500,4500
249500,2,1,900,4500,1,0,0,3,6,900,0,64,0,47.4881,47.4881,94.9762,-122.204,860,4500
700000,4,1,1470,5450,1.5,0,0,3,7,1470,0,97,0,47.6458,47.6458,190.5832,-122.306,2160,5450
275000,4,1,1080,26114,1.5,0,0,5,5,1080,0,114,0,47.3834,47.3834,189.5336,-122.215,1720,20360
565000,3,2.25,2440,8378,1,0,0,3,7,1480,960,53,0,47.7705,107.483625,143.3115,-122.26,2510,9602
425000,4,1.75,2520,11017,1,0,0,4,7,1320,1200,59,0,47.7604,83.5807,191.0416,-122.356,1660,8775
620047,4,1.75,1760,6000,1,0,0,3,7,880,880,69,0,47.6508,83.3889,190.6032,-122.373,2040,6000
480000,3,2.25,1820,13362,1,0,0,3,8,1220,600,37,0,47.5898,107.07705,142.7694,-122.052,2050,15000
515000,3,2.25,1820,13362,1,0,0,3,8,1220,600,38,0,47.5898,107.07705,142.7694,-122.052,2050,15000
420000,4,2.5,3040,24123,2,0,0,3,8,3040,0,15,0,47.2667,118.16675,189.0668,-122.216,2420,10026
610000,5,3.25,3490,23400,1,0,0,4,8,1890,1600,58,0,47.5701,154.602825,237.8505,-122.124,2660,12400
849000,4,1.5,2440,8040,1,0,0,4,8,1440,1000,64,0,47.7081,71.56215,190.8324,-122.374,2140,7920
718000,3,1.75,2280,3446,2,0,0,3,8,2280,0,65,1,47.715,83.50125,143.145,-122.282,1610,6670
295000,3,2.25,1980,8000,1,0,0,4,9,1560,420,40,0,47.3149,106.458525,141.9447,-122.378,2360,8000
871000,5,1.75,2360,6150,1,0,0,5,7,1180,1180,75,0,47.6732,83.4281,238.366,-122.4,2100,5500
430000,3,3.75,3890,7140,1,0,2,3,8,2390,1500,71,1,47.5073,178.152375,142.5219,-122.239,1820,7320
440000,4,2.5,2300,10880,1,0,0,4,7,1190,1110,53,0,47.7341,119.33525,190.9364,-122.242,1960,10400
405000,2,1,910,6490,1,0,0,3,7,910,0,72,0,47.6892,47.6892,95.3784,-122.306,1040,6490
340000,3,2,1140,11620,1,0,0,3,7,1140,0,20,0,47.4991,94.9982,142.4973,-121.783,1140,8400
675000,4,2.5,2390,5249,2,0,0,3,9,2390,0,8,0,47.6194,119.0485,190.4776,-122.026,2600,5342
480000,3,1,1150,4945,1,0,2,3,7,1150,0,71,0,47.5663,47.5663,142.6989,-122.379,1390,4945
362500,5,2,2330,8586,1,0,0,4,7,1270,1060,53,0,47.7671,95.5342,238.8355,-122.334,1550,8287
752888,3,2.5,2420,9000,2,0,0,4,9,2420,0,27,0,47.6599,119.14975,142.9797,-122.146,2630,9000
255000,4,1.75,960,8863,1,0,0,5,6,580,380,65,0,47.5372,83.1901,190.1488,-122.289,1720,8249
283700,1,1.75,1010,10900,1,0,0,4,6,1010,0,46,0,47.7391,83.543425,47.7391,-121.982,1410,8359
335000,4,2.5,2370,6000,2,0,0,3,8,2370,0,13,0,47.3732,118.433,189.4928,-122.179,2190,6070
285000,3,1.75,2880,18296,1,0,0,3,8,1580,1300,56,0,47.4881,83.104175,142.4643,-122.281,1380,9592
278000,4,2.25,2400,7738,1.5,0,0,3,8,2400,0,50,0,47.4562,106.77645,189.8248,-122.33,2170,8452
731000,5,2.5,3670,8960,1.5,0,0,3,8,3670,0,42,0,47.6654,119.1635,238.327,-122.142,2340,9425
335000,3,1.5,1140,15890,1,0,0,3,7,840,300,30,0,47.4752,71.2128,142.4256,-121.757,1200,15247
334200,3,1.75,1410,45302,1,0,0,3,7,1410,0,35,0,47.7077,83.488475,143.1231,-121.914,2240,49222
642000,6,1,1530,4305,1.5,0,0,4,7,1530,0,94,0,47.6862,47.6862,286.1172,-122.31,1530,3800
540000,4,1.75,1720,4240,1.5,0,0,4,7,1460,260,89,0,47.579,83.26325,190.316,-122.294,1930,4280
299000,3,2.5,1620,79993,1,0,2,4,6,1620,0,55,0,47.2138,118.0345,141.6414,-121.982,1620,15680
560000,3,1.75,1570,4375,1,0,0,3,7,970,600,75,0,47.5889,83.280575,142.7667,-122.389,1790,5750
852000,5,2.75,1990,3750,1.5,0,0,4,7,1990,0,101,0,47.6733,131.101575,238.3665,-122.358,1820,5000
306000,2,1,930,5650,1,0,2,3,7,930,0,74,0,47.5478,47.5478,95.0956,-122.377,1340,6400
440000,3,1.75,1550,7820,1,0,0,4,7,1210,340,33,0,47.717,83.50475,143.151,-122.163,1550,6900
517000,4,1,1650,8250,1,0,0,3,7,1650,0,49,0,47.6366,47.6366,190.5464,-122.118,2240,9776
379000,2,1,800,6380,1,0,2,3,7,800,0,74,0,47.691,47.691,95.382,-122.309,920,5940
360000,2,1,930,6098,1,0,0,4,6,930,0,95,0,47.5289,47.5289,95.0578,-122.03,1730,9000
645000,4,1.5,2550,4000,1.5,0,0,4,7,1760,790,88,0,47.6811,71.52165,190.7244,-122.318,1840,4000
217000,2,1,720,4760,1,0,0,5,5,720,0,72,0,47.496,47.496,94.992,-122.186,840,4760
255000,2,1,620,4760,1,0,0,3,6,620,0,73,0,47.5292,47.5292,95.0584,-122.376,620,4760
625000,3,2.5,2360,12164,2,0,0,3,10,2360,0,27,0,47.5596,118.899,142.6788,-122.022,2400,11260
680000,3,1.75,1760,8400,1,0,0,4,8,1460,300,54,0,47.5355,83.187125,142.6065,-122.39,1980,8400
440000,3,1.75,2100,29735,1,0,0,4,7,1080,1020,57,0,47.7622,83.58385,143.2866,-122.302,2100,11250
615000,5,2.25,2480,12070,2,0,0,3,9,2480,0,36,0,47.631,107.16975,238.155,-122.052,2570,12000
239000,3,1,1040,6860,2,0,0,3,6,1040,0,72,0,47.5121,47.5121,142.5363,-122.375,1030,6512
462500,3,2.5,1656,108900,1,0,0,4,7,1656,0,30,0,47.3758,118.4395,142.1274,-122.425,2030,29859
619400,4,2,2090,3610,1.5,0,0,5,7,1790,300,87,0,47.6881,95.3762,190.7524,-122.313,1660,3767
975000,6,2.75,2520,54160,2,1,4,3,7,2520,0,60,0,47.4969,130.616475,284.9814,-122.376,2790,26809
330000,2,1,700,4000,1,0,0,3,6,700,0,71,0,47.5487,47.5487,95.0974,-122.391,1060,6000
985000,4,3.25,4030,36762,2,0,0,3,11,4030,0,26,0,47.7235,155.101375,190.894,-122.039,4090,40371
430000,2,1,760,7114,1,0,0,3,6,760,0,69,0,47.7005,47.7005,95.401,-122.352,780,7102
2.46E+06,4,5.25,6500,14986,2,0,0,3,11,5180,1320,13,0,47.6304,250.0596,190.5216,-122.236,2270,8119
778000,3,2,1840,6000,2,0,0,5,7,1720,120,68,0,47.6828,95.3656,143.0484,-122.207,1390,6000
219000,3,2,1090,7350,1,0,0,4,7,1090,0,24,0,47.3687,94.7374,142.1061,-122.085,1490,7741
1.60E+06,4,2.5,2980,13341,1.5,1,4,5,8,1800,1180,86,0,47.704,119.26,190.816,-122.245,2340,19810
715000,4,2.25,1900,8272,1,0,0,4,9,1460,440,49,0,47.5803,107.055675,190.3212,-122.227,2040,8479
950000,4,2.5,2790,15653,2,0,0,4,10,2790,0,50,0,47.5477,118.86925,190.1908,-122.215,3520,15653
425000,2,1,1280,5026,1,0,2,4,8,1020,260,63,0,47.6938,47.6938,95.3876,-122.312,1540,6380
239000,3,1,1510,15022,1,0,0,3,7,1510,0,52,0,47.3304,47.3304,141.9912,-122.304,1510,12970
310000,1,1,920,8282,1.5,0,0,3,6,920,0,70,1,47.761,47.761,47.761,-122.214,2260,14025
400000,2,1,700,8120,1,0,0,3,7,700,0,88,0,47.6962,47.6962,95.3924,-122.321,1130,5599
428000,2,1.75,1980,44550,2,0,1,5,7,1280,700,37,0,47.4193,82.983775,94.8386,-122.444,1680,25343
600000,3,1,1440,4300,1.5,0,0,3,8,1440,0,85,0,47.6847,47.6847,143.0541,-122.372,1640,4500
415000,4,4,2740,8250,2,0,0,4,9,2740,0,25,0,47.3735,189.494,189.494,-122.156,2290,8250
401000,2,1,1400,8220,1,0,0,3,7,1400,0,65,0,47.7228,47.7228,95.4456,-122.357,1760,8220
292000,3,1.75,2270,7156,1,0,0,3,7,1370,900,66,0,47.4864,83.1012,142.4592,-122.316,1210,7156
291750,3,2.25,1310,12825,1,0,0,3,7,1310,0,64,1,47.4515,106.765875,142.3545,-122.368,1600,11250
227000,3,1.75,1680,7455,1,0,0,4,8,1680,0,47,0,47.3112,82.7946,141.9336,-122.378,2040,8214
675000,3,2.25,2260,13209,1,0,0,3,9,2260,0,37,0,47.6385,107.186625,142.9155,-122.167,2820,12534
397500,3,2.25,1350,980,2,0,0,3,8,1050,300,7,0,47.5998,107.09955,142.7994,-122.312,1350,1245
206000,2,1.5,1820,8867,2,0,0,3,7,1820,0,93,0,47.4764,71.2146,94.9528,-122.269,1430,9288
1.19E+06,3,3.5,3380,3333,3,0,0,3,10,2800,580,6,0,47.6162,166.6567,142.8486,-122.288,2790,5000
360000,4,1.75,2140,49658,1,0,0,5,7,2140,0,55,0,47.3583,82.877025,189.4332,-121.922,1720,99316
427500,4,2.5,2430,3249,2,0,0,3,8,2430,0,4,0,47.5048,118.762,190.0192,-122.155,2650,3844
115000,2,1,940,6000,1,0,0,3,6,940,0,71,0,47.4907,47.4907,94.9814,-122.336,1310,6000
559000,3,1.5,2070,5386,1,0,0,4,7,1140,930,66,0,47.6896,71.5344,143.0688,-122.374,1770,5386
420000,4,1,1510,1501,1.5,0,0,3,7,1510,0,108,0,47.6526,47.6526,190.6104,-122.342,1560,1602
550000,4,1.75,2550,39460,1,0,0,3,8,1890,660,32,0,47.7707,83.598725,191.0828,-122.123,2560,38638
282150,2,1,700,5940,1,0,0,3,7,700,0,66,0,47.7289,47.7289,95.4578,-122.337,1070,5995
260000,3,1,1150,3090,1,0,0,3,6,1150,0,105,0,47.5506,47.5506,142.6518,-122.276,1150,5664
428000,3,2.5,2340,3466,2,0,0,3,7,2340,0,10,0,47.5322,118.8305,142.5966,-121.851,1970,3739
319950,3,3.25,1510,1245,3,0,0,3,7,1510,0,7,0,47.7293,155.120225,143.1879,-122.343,1510,1245
1.35E+06,3,2,2070,9600,1,0,1,3,7,1590,480,68,0,47.616,95.232,142.848,-122.239,3000,16215
552000,2,1,1150,5000,1,0,0,4,7,1050,100,90,0,47.6846,47.6846,95.3692,-122.317,1463,4320
637000,4,2.75,2190,2867,1.5,0,0,5,7,1470,720,86,0,47.6868,131.1387,190.7472,-122.308,1600,3800
213000,4,1.75,1980,9000,1,0,0,2,7,1480,500,36,0,47.3071,82.787425,189.2284,-122.381,1980,9360
215000,3,1,960,7200,1,0,0,4,6,960,0,57,0,47.4583,47.4583,142.3749,-122.353,1060,7620
590000,3,1.75,2180,6120,1,0,2,3,8,1380,800,66,0,47.6501,83.387675,142.9503,-122.405,2020,6122
390000,4,2.5,2560,43560,2,0,0,3,8,2560,0,25,0,47.3692,118.423,189.4768,-122.047,2130,10150
287000,4,2.25,2270,11997,1,0,2,4,7,1540,730,55,0,47.4095,106.671375,189.638,-122.296,1920,9634
580000,5,2.75,3550,9600,2,0,0,3,7,3550,0,54,0,47.6766,131.11065,238.383,-122.186,3370,9600
424000,3,2,1330,5632,1,0,0,3,8,1330,0,26,0,47.5745,95.149,142.7235,-122.017,1900,4842
610000,4,2.5,2110,6360,2,0,0,3,8,2110,0,27,0,47.5641,118.91025,190.2564,-122.012,2050,7000
1.32E+06,4,3.25,3470,11843,1,0,3,3,11,2270,1200,25,0,47.5513,154.541725,190.2052,-122.135,3910,13247
623500,4,3,1550,3350,1,0,0,3,7,860,690,96,1,47.6583,142.9749,190.6332,-122.362,1310,5000
260000,2,1,570,81893,1,0,1,3,6,570,0,78,0,47.4433,47.4433,94.8866,-122.444,2040,115434
906000,3,2.5,2030,1800,3,0,0,3,9,2030,0,2,0,47.6199,119.04975,142.8597,-122.3,1450,1441
330000,3,2,1500,11233,1,0,0,3,7,1500,0,28,0,47.7279,95.4558,143.1837,-121.967,1580,14013
275000,2,1,920,7688,1,0,0,3,6,920,0,60,0,47.5281,47.5281,95.0562,-122.362,1040,7440
290000,3,1,1470,8200,1,0,0,3,7,1040,430,61,0,47.7347,47.7347,143.2041,-122.302,1420,8200
599950,2,1,1150,3775,1,0,0,3,7,1150,0,97,0,47.6539,47.6539,95.3078,-122.329,2240,3753
550000,4,3,4180,35169,2,0,0,3,11,4180,0,28,1,47.4,142.2,189.6,-122.027,3010,35190
289000,3,1.75,1690,3449,1,0,0,3,7,1690,0,27,0,47.4719,83.075825,142.4157,-122.191,1530,4093
411000,4,2.75,2150,9915,1,0,0,5,8,1240,910,38,0,47.5378,130.72895,190.1512,-122.17,1980,9325
826000,3,3.25,2330,4000,1,0,2,3,10,1730,600,51,1,47.5882,154.66165,142.7646,-122.295,2080,4000
400000,4,2,2680,13680,2,0,2,4,7,2350,330,71,1,47.4887,94.9774,189.9548,-122.192,1430,11000
342000,3,2.5,1740,2226,2,0,0,3,8,1320,420,6,0,47.525,118.8125,142.575,-122.366,1740,1789
475000,2,1.75,1320,3420,1,0,1,3,7,1080,240,59,0,47.6639,83.411825,95.3278,-122.399,2070,6000
1.21E+06,4,3.5,3150,5500,2,0,0,3,9,3150,0,0,0,47.6644,166.8254,190.6576,-122.293,1550,4200
455000,4,3,2480,9238,1,0,0,5,7,2050,430,101,0,47.4701,142.4103,189.8804,-122.364,1820,12214
850000,4,3,3330,4000,1,0,0,3,8,1790,1540,56,0,47.6559,142.9677,190.6236,-122.344,1610,4000
185000,3,1,1010,6400,1,0,0,3,7,1010,0,44,0,47.3027,47.3027,141.9081,-122.376,1820,6500
850000,6,3.25,4920,20590,1,0,3,4,9,2730,2190,54,0,47.5468,154.5271,285.2808,-122.267,3700,14994
239900,4,1.75,1570,18730,1,0,0,3,7,1200,370,54,0,47.3999,82.949825,189.5996,-122.301,1920,18295
765000,5,3.75,3580,14275,2,0,0,3,10,3190,390,15,0,47.5322,178.24575,237.661,-122.056,2740,14300
437000,3,1.75,2220,17568,1,0,0,4,8,2220,0,47,0,47.749,83.56075,143.247,-122.083,2070,11745
240000,3,1.5,1010,10350,1,0,0,3,7,1010,0,45,0,47.379,71.0685,142.137,-122.29,1640,7700
395000,2,1,1440,7808,1,0,0,4,7,860,580,66,0,47.7431,47.7431,95.4862,-122.336,1550,7682
320000,3,1,1230,7492,1,0,0,3,7,1230,0,60,0,47.7633,47.7633,143.2899,-122.315,1710,7238
525000,3,1.75,1710,7350,1,0,0,3,8,1280,430,33,0,47.699,83.47325,143.097,-122.167,2100,7560
260000,3,3,2390,8993,2,0,0,3,8,1680,710,27,0,47.3532,142.0596,142.0596,-122.306,1820,10362
450000,3,2.75,2840,39324,1,0,0,3,9,2200,640,27,0,47.3076,130.0959,141.9228,-122.101,2840,39413
560000,4,2.5,2300,7989,2,0,0,3,9,2300,0,24,0,47.6273,119.06825,190.5092,-122.034,2280,8835
310000,5,3,2270,5001,1,0,0,3,7,1360,910,26,0,47.5539,142.6617,237.7695,-122.3,1950,5500
440000,3,2.5,2290,6302,2,0,0,3,9,2290,0,18,0,47.435,118.5875,142.305,-122.107,2700,7500
458450,4,1,1330,9715,1,0,0,4,7,970,360,57,0,47.6038,47.6038,190.4152,-122.122,1590,8400
200000,3,1,1200,10703,1.5,0,0,2,7,1200,0,97,0,47.5209,47.5209,142.5627,-122.28,1380,8068
430000,3,2.25,2160,6527,2,0,0,4,7,1580,580,27,0,47.7292,107.3907,143.1876,-122.212,1950,9675
360000,3,1,1120,10500,1,0,0,4,7,1120,0,49,0,47.7267,47.7267,143.1801,-122.226,1320,10500
311000,4,2.5,2090,11645,1,0,0,3,7,1200,890,53,0,47.4759,118.68975,189.9036,-122.299,1450,9481
615000,3,3.25,1470,1152,3,0,0,3,8,1470,0,11,0,47.6516,154.8677,142.9548,-122.337,1470,1506
575000,3,1.75,2270,10136,2,0,0,3,8,2270,0,35,0,47.535,83.18625,142.605,-122.056,2260,9600
2.03E+06,4,3.75,4100,22798,1.5,0,3,5,11,2540,1560,80,1,47.5648,178.368,190.2592,-122.21,3880,18730
430000,3,1.75,1440,4025,1,0,0,4,6,720,720,97,0,47.567,83.24225,142.701,-122.38,1500,5750
400000,3,1.5,1200,4800,1,0,0,4,7,1200,0,52,0,47.6084,71.4126,142.8252,-122.136,1510,7668
340000,3,1.75,1720,10710,1,0,0,3,7,860,860,57,0,47.5092,83.1411,142.5276,-122.362,1480,10359
351000,1,0.75,930,6600,1,0,0,3,6,930,0,91,0,47.7127,35.784525,47.7127,-122.296,1590,6600
440000,4,2.5,2400,8038,2,0,0,3,8,2400,0,12,0,47.4881,118.72025,189.9524,-122.143,2040,7756
298000,4,2.5,1960,11798,2,0,0,3,8,1960,0,16,0,47.3293,118.32325,189.3172,-122.205,2360,11785
300000,4,1.75,1890,9205,1,0,0,3,8,1260,630,51,0,47.774,83.6045,191.096,-122.348,1430,6775
310000,3,2.25,1590,3056,2,0,0,3,7,1590,0,13,0,47.5432,106.9722,142.6296,-122.293,1540,2890
500000,4,2.5,2590,9354,2,0,0,4,9,2590,0,21,0,47.7703,119.42575,191.0812,-122.193,2730,9264
399900,3,1,860,1664,1.5,0,0,3,7,860,0,88,0,47.6761,47.6761,143.0283,-122.384,1540,4080
343000,3,2.5,1270,2509,2,0,0,3,8,1270,0,10,0,47.5357,118.83925,142.6071,-122.365,1420,2206
415000,2,2.25,1130,2191,2,0,0,3,8,1130,0,4,0,47.6861,107.293725,95.3722,-122.103,1140,1710
410000,3,2.5,1860,15457,2,0,0,3,8,1860,0,17,0,47.7383,119.34575,143.2149,-121.955,2040,14055
320000,2,1,1802,11225,1,0,0,3,7,1802,0,54,0,47.7205,47.7205,95.441,-122.323,1810,7332
1.99E+06,5,3,4480,5000,2.5,0,0,5,12,3420,1060,112,0,47.6275,142.8825,238.1375,-122.315,3220,5600
253000,2,1,1310,7128,1,0,0,4,7,940,370,34,0,47.3958,47.3958,94.7916,-122.189,1400,7161
630000,3,2.5,2320,32772,2,0,0,3,9,2320,0,22,0,47.6304,119.076,142.8912,-121.988,2610,33305
216000,2,1,1130,12500,1,0,0,4,7,1130,0,62,0,47.4514,47.4514,94.9028,-122.187,1270,10798
540000,3,2.5,2180,11100,1,0,0,3,8,1230,950,32,0,47.717,119.2925,143.151,-122.101,1930,12000
212000,3,1.5,1830,12233,1.5,0,0,4,5,1830,0,84,0,47.2057,70.80855,141.6171,-122.003,1520,12233
300000,3,2.75,2340,12282,1,0,2,3,8,1470,870,37,0,47.7379,131.279225,143.2137,-122.289,2640,8887
969950,3,2.5,2830,3750,3,0,0,3,10,2830,0,0,0,47.6798,119.1995,143.0394,-122.385,1780,5100
715000,3,1,1610,7680,1,0,0,3,6,900,710,58,0,47.6038,47.6038,142.8114,-122.303,1940,2880
1.32E+06,5,2.75,2410,19447,2,0,2,3,10,2290,120,46,0,47.5549,130.775975,237.7745,-122.211,2980,19447
1.44E+06,4,2.75,2660,9547,1,0,1,3,8,1930,730,46,1,47.616,130.944,190.464,-122.218,2410,10001
305000,3,1,1030,5350,1,0,0,3,7,1030,0,90,1,47.4905,47.4905,142.4715,-122.206,1030,5250
458000,3,4,1390,1569,2,0,0,3,9,1150,240,8,0,47.671,190.684,143.013,-122.269,1620,1855
275000,3,1.75,1580,8775,1,0,0,3,6,1220,360,73,0,47.4845,83.097875,142.4535,-122.335,1180,8775
550000,3,2.75,2330,4780,2,0,3,3,8,1730,600,84,1,47.3459,130.201225,142.0377,-122.326,1100,5336
742000,3,3.25,1540,704,3,0,0,3,9,1540,0,3,0,47.6177,154.757525,142.8531,-122.308,1540,1456
700000,3,1,1570,4000,2,0,0,5,8,1570,0,106,0,47.6575,47.6575,142.9725,-122.346,1640,4000
640000,4,3,2940,5763,1,0,0,5,8,1640,1300,59,0,47.5589,142.6767,190.2356,-122.295,2020,7320
352000,3,0.75,1240,7200,1,0,0,3,7,1240,0,68,0,47.7298,35.79735,143.1894,-122.342,1210,7200
301500,3,1,1410,7419,1,0,0,3,7,1050,360,46,0,47.534,47.534,142.602,-122.173,1800,8000
630000,4,2.5,2190,9880,1,0,0,4,8,1410,780,35,0,47.6926,119.2315,190.7704,-122.186,2190,9198
340000,3,2.5,3040,6255,2,0,0,3,7,3040,0,16,0,47.3817,118.45425,142.1451,-122.206,2670,6259
477500,4,1.75,1860,9364,1,0,0,3,7,1080,780,62,0,47.731,83.52925,190.924,-122.301,1800,9364
285000,3,2.5,1690,7460,1,0,0,3,7,870,820,17,0,47.4964,118.741,142.4892,-122.353,1900,7302
255000,3,2.75,1900,16117,1,0,0,4,7,1900,0,56,0,47.3144,130.1146,141.9432,-122.278,1640,19166
315000,3,2.5,1600,7982,2,0,0,3,8,1600,0,21,0,47.3397,118.34925,142.0191,-122.266,1890,9830
830000,6,3,2530,9000,1,0,0,3,6,2530,0,36,0,47.6716,143.0148,286.0296,-122.199,1886,6000
539950,3,2.25,1860,1558,3,0,0,3,8,1860,0,1,0,47.7006,107.32635,143.1018,-122.339,1760,2456
980000,3,2.25,2390,4590,2,0,0,3,8,2090,300,73,1,47.6615,107.238375,142.9845,-122.276,2280,5179
735000,4,2.5,3100,8529,2,0,0,3,9,3100,0,24,0,47.6252,119.063,190.5008,-122.029,2710,8344
536000,5,2.25,2650,9140,1,0,1,3,8,1350,1300,50,0,47.7772,107.4987,238.886,-122.387,2700,7800
575000,3,2,1520,5000,1.5,0,0,3,7,1140,380,70,0,47.6733,95.3466,143.0199,-122.389,1530,4650
500000,2,1,1510,4000,1,0,0,3,6,930,580,90,0,47.6917,47.6917,95.3834,-122.38,1300,4000
285500,4,1.75,1960,7950,1,0,0,4,8,1960,0,47,0,47.3109,82.794075,189.2436,-122.377,1960,8400
498000,4,2.75,2270,7375,1,0,0,4,7,1290,980,41,0,47.7222,131.23605,190.8888,-122.168,1750,7760
412000,2,1,910,6282,1,0,0,4,7,910,0,75,0,47.6967,47.6967,95.3934,-122.354,970,6281
607000,4,2.5,2100,8220,1,0,0,4,8,1300,800,40,0,47.6733,119.18325,190.6932,-122.145,2160,8348
199000,3,1,1000,8512,1,0,0,3,6,1000,0,23,0,47.2151,47.2151,141.6453,-121.993,1490,10395
492500,4,2.75,2760,18306,1,0,0,3,7,1630,1130,36,0,47.7302,131.25805,190.9208,-122.215,2470,9856
585000,4,2.5,2840,11044,2,0,0,3,8,2840,0,13,0,47.7134,119.2835,190.8536,-122.237,1934,9605
326995,3,2.5,1860,5321,2,0,0,3,7,1860,0,14,0,47.3848,118.462,142.1544,-122.033,1940,5205
372500,4,2.25,1920,9660,1,0,0,4,8,1920,0,46,0,47.4544,106.7724,189.8176,-122.143,1890,7800
528000,2,0.75,840,40642,1,1,4,4,6,840,0,77,0,47.404,35.553,94.808,-122.447,1850,64069
400000,3,1.5,2390,32109,1,0,0,3,7,2390,0,39,1,47.3028,70.9542,141.9084,-122.102,1370,32109
344000,4,2.5,2100,8501,2,0,0,5,7,2100,0,21,0,47.1951,117.98775,188.7804,-122.01,2130,8560
409950,4,3,2430,7163,2,0,0,3,8,2430,0,11,0,47.3558,142.0674,189.4232,-122.013,2430,6028
625000,3,2,1880,4000,1,0,2,3,8,1280,600,64,0,47.6375,95.275,142.9125,-122.391,1920,4000
304950,3,1.75,1350,9000,1,0,0,3,7,1350,0,28,0,47.4487,83.035225,142.3461,-121.773,1370,9500
381500,2,2,2160,35183,1,0,0,3,9,2160,0,29,0,47.312,94.624,94.624,-122.115,2450,34992
215000,3,1.75,1430,13399,1,0,0,4,7,900,530,68,0,47.4787,83.087725,142.4361,-122.275,1720,6415
345000,5,1.75,2840,12870,2,0,2,4,7,2840,0,90,0,47.4961,83.118175,237.4805,-122.235,2170,9612
363000,3,0.75,2510,20000,2,0,0,4,7,2510,0,54,0,47.2871,35.465325,141.8613,-122.287,2130,20000
240000,3,1,1690,20063,1.5,0,0,4,7,1690,0,102,0,47.3556,47.3556,142.0668,-122.294,1700,15899
548050,2,2,1930,5479,1,0,0,3,8,1930,0,10,0,47.7054,95.4108,95.4108,-122.011,1900,5479
314000,2,1,720,4920,1,0,0,3,6,720,0,73,0,47.5352,47.5352,95.0704,-122.371,670,4920
800000,4,2.5,2990,16809,2,0,0,3,11,2990,0,24,0,47.7123,119.28075,190.8492,-122.073,3340,18752
400000,5,1.75,2300,6720,2,0,0,3,7,2300,0,109,0,47.528,83.174,237.64,-122.32,1200,6000
247000,1,1,460,4120,1,0,0,3,4,460,0,77,0,47.4868,47.4868,47.4868,-122.199,990,4120
540000,2,1.75,1240,4120,1,0,0,4,7,890,350,109,0,47.6689,83.420575,95.3378,-122.314,1640,3740
410000,4,2.5,1900,15123,2,0,0,3,8,1900,0,19,0,47.5015,118.75375,190.006,-121.772,1900,16477
